#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
A1CF	F13B	9031.ENSGALP00000048156	9031.ENSGALP00000003726	0	0	0	0	0.411	0	0	0	0.411
A1CF	HNF4A	9031.ENSGALP00000048156	9031.ENSGALP00000006799	0	0	0	0	0.423	0	0	0.238	0.541
A1CF	PLA2G12B	9031.ENSGALP00000048156	9031.ENSGALP00000006895	0	0	0	0	0.437	0	0	0	0.437
A1CF	KMO	9031.ENSGALP00000048156	9031.ENSGALP00000012115	0	0	0	0	0.411	0	0	0	0.411
A1CF	AHSG	9031.ENSGALP00000048156	9031.ENSGALP00000013991	0	0	0	0	0.414	0	0	0	0.414
A1CF	FGA	9031.ENSGALP00000048156	9031.ENSGALP00000015061	0	0	0	0	0.418	0	0	0	0.418
A1CF	SLC2A2	9031.ENSGALP00000048156	9031.ENSGALP00000015129	0	0	0	0	0.424	0	0	0.061	0.436
A1CF	HAAO	9031.ENSGALP00000048156	9031.ENSGALP00000016119	0	0	0	0	0.425	0	0	0	0.425
A1CF	TM4SF4	9031.ENSGALP00000048156	9031.ENSGALP00000016960	0	0	0	0	0.453	0	0	0	0.453
A1CF	NR1H4	9031.ENSGALP00000048156	9031.ENSGALP00000018906	0	0	0	0	0.453	0	0	0	0.453
A1CF	ALDH8A1	9031.ENSGALP00000048156	9031.ENSGALP00000022601	0	0	0	0	0.422	0	0	0	0.422
A1CF	HGD	9031.ENSGALP00000048156	9031.ENSGALP00000024093	0	0	0	0	0.416	0	0	0	0.416
A1CF	APOB	9031.ENSGALP00000048156	9031.ENSGALP00000026550	0	0	0	0	0.448	0	0	0.625	0.784
A1CF	PLA2R1	9031.ENSGALP00000048156	9031.ENSGALP00000032471	0	0	0	0	0	0	0	0.654	0.654
A1CF	ALDOB	9031.ENSGALP00000048156	9031.ENSGALP00000036836	0	0	0	0	0.380	0	0	0.118	0.430
A1CF	FGB	9031.ENSGALP00000048156	9031.ENSGALP00000038105	0	0	0	0	0.404	0	0	0	0.404
A1CF	SPP2	9031.ENSGALP00000048156	9031.ENSGALP00000044476	0	0	0	0	0.424	0	0	0	0.424
A1CF	ANGPTL3	9031.ENSGALP00000048156	9031.ENSGALP00000064198	0	0	0	0	0.404	0	0	0	0.404
A1CF	FRMD4B	9031.ENSGALP00000048156	9031.ENSGALP00000057119	0	0	0	0	0	0	0	0.473	0.473
A1CF	HNF1A	9031.ENSGALP00000048156	9031.ENSGALP00000060662	0	0	0	0	0.496	0	0	0	0.496
ABCA1	CPT1A	9031.ENSGALP00000024845	9031.ENSGALP00000011452	0	0	0	0	0.088	0	0	0.517	0.541
ABCA1	PPARA	9031.ENSGALP00000024845	9031.ENSGALP00000053048	0	0	0	0	0	0.065	0	0.385	0.400
ABCA1	ELOVL2	9031.ENSGALP00000024845	9031.ENSGALP00000071756	0	0	0	0	0.046	0	0	0.403	0.407
ABCA1	INSIG1	9031.ENSGALP00000024845	9031.ENSGALP00000028029	0	0	0	0	0	0	0	0.477	0.477
ABCA1	MTTP	9031.ENSGALP00000024845	9031.ENSGALP00000056995	0	0	0	0	0.044	0	0	0.601	0.602
ABCA1	APOB	9031.ENSGALP00000024845	9031.ENSGALP00000026550	0	0	0	0	0	0	0	0.740	0.740
ABHD6	MTTPL	9031.ENSGALP00000009124	9031.ENSGALP00000059574	0	0	0	0	0	0	0	0.500	0.499
ABHD6	MGLL	9031.ENSGALP00000009124	9031.ENSGALP00000073246	0.054	0	0	0	0	0	0.131	0.683	0.716
ACOX1	PIGR	9031.ENSGALP00000003376	9031.ENSGALP00000001351	0	0	0	0	0	0	0	0.499	0.499
ACOX1	FBP1	9031.ENSGALP00000003376	9031.ENSGALP00000020563	0	0	0	0	0.169	0.042	0	0.307	0.400
ACOX1	MGLL	9031.ENSGALP00000003376	9031.ENSGALP00000073246	0.074	0	0	0	0.051	0	0.156	0.301	0.412
ACOX1	PDK4	9031.ENSGALP00000003376	9031.ENSGALP00000015774	0	0	0	0	0.063	0.052	0	0.431	0.451
ACOX1	ELOVL2	9031.ENSGALP00000003376	9031.ENSGALP00000071756	0	0	0	0	0.047	0	0.158	0.445	0.517
ACOX1	CAT	9031.ENSGALP00000003376	9031.ENSGALP00000063417	0.056	0	0	0	0.169	0.235	0	0.306	0.528
ACOX1	FABP2	9031.ENSGALP00000003376	9031.ENSGALP00000019528	0	0	0	0	0	0.043	0	0.551	0.552
ACOX1	BDH2	9031.ENSGALP00000003376	9031.ENSGALP00000020134	0.046	0	0	0	0.113	0.076	0.182	0.454	0.588
ACOX1	APOB	9031.ENSGALP00000003376	9031.ENSGALP00000026550	0	0	0	0	0.076	0	0	0.588	0.603
ACOX1	PCK1	9031.ENSGALP00000003376	9031.ENSGALP00000012342	0	0	0	0	0.065	0	0	0.593	0.604
ACOX1	MTTP	9031.ENSGALP00000003376	9031.ENSGALP00000056995	0	0	0	0	0.062	0	0	0.630	0.638
ACOX1	ACSL4	9031.ENSGALP00000003376	9031.ENSGALP00000013111	0.054	0	0	0	0.145	0.053	0.362	0.540	0.734
ACOX1	PPARA	9031.ENSGALP00000003376	9031.ENSGALP00000053048	0	0	0	0	0.054	0.049	0	0.801	0.806
ACOX1	ACSL5	9031.ENSGALP00000003376	9031.ENSGALP00000069185	0.054	0	0	0	0.225	0.068	0.310	0.662	0.811
ACOX1	CPT1A	9031.ENSGALP00000003376	9031.ENSGALP00000011452	0	0	0	0	0.060	0	0	0.876	0.878
ACSL4	ACOX1	9031.ENSGALP00000013111	9031.ENSGALP00000003376	0.054	0	0	0	0.145	0.053	0.362	0.540	0.734
ACSL4	CPT1A	9031.ENSGALP00000013111	9031.ENSGALP00000011452	0	0	0	0	0.058	0	0.900	0.684	0.967
ACSL4	PRPS2	9031.ENSGALP00000013111	9031.ENSGALP00000026729	0	0	0	0	0	0	0	0.416	0.416
ACSL4	ACSL5	9031.ENSGALP00000013111	9031.ENSGALP00000069185	0	0	0.134	0.803	0.046	0.048	0.600	0.266	0.727
ACSL5	ACOX1	9031.ENSGALP00000069185	9031.ENSGALP00000003376	0.054	0	0	0	0.225	0.068	0.310	0.662	0.811
ACSL5	CPT1A	9031.ENSGALP00000069185	9031.ENSGALP00000011452	0	0	0	0	0.084	0	0.900	0.717	0.971
ACSL5	ACSL4	9031.ENSGALP00000069185	9031.ENSGALP00000013111	0	0	0.134	0.803	0.046	0.048	0.600	0.266	0.727
ACSL5	NR1H4	9031.ENSGALP00000069185	9031.ENSGALP00000018906	0	0	0	0	0.295	0.096	0	0.171	0.426
ACSL5	ALDH8A1	9031.ENSGALP00000069185	9031.ENSGALP00000022601	0	0	0	0	0.291	0	0.184	0.076	0.418
ACSL5	APOB	9031.ENSGALP00000069185	9031.ENSGALP00000026550	0	0	0	0	0.261	0.078	0	0.346	0.515
ACSL5	INSIG1	9031.ENSGALP00000069185	9031.ENSGALP00000028029	0	0	0	0	0.042	0	0	0.443	0.443
ACSL5	ALDOB	9031.ENSGALP00000069185	9031.ENSGALP00000036836	0	0	0	0	0.203	0	0	0.296	0.415
ACSL5	ELOVL2	9031.ENSGALP00000069185	9031.ENSGALP00000071756	0	0	0	0	0.053	0	0	0.498	0.504
ADAMTS20	SEMA5B	9031.ENSGALP00000049194	9031.ENSGALP00000054807	0	0	0	0.549	0	0	0.500	0	0.499
ADCY1	PDLIM3	9031.ENSGALP00000054345	9031.ENSGALP00000021842	0	0	0	0	0	0	0	0.538	0.538
ADCY1	SCN8A	9031.ENSGALP00000054345	9031.ENSGALP00000050098	0	0	0	0	0	0	0	0.511	0.511
ADCY1	PDE1A	9031.ENSGALP00000054345	9031.ENSGALP00000071844	0	0	0	0	0	0	0.650	0.113	0.676
ADD3	BAIAP2L2	9031.ENSGALP00000070145	9031.ENSGALP00000020051	0	0	0	0	0	0	0.400	0	0.400
ADD3	FBP1	9031.ENSGALP00000070145	9031.ENSGALP00000020563	0	0	0	0	0.109	0	0.349	0.185	0.485
ADD3	AKAP12	9031.ENSGALP00000070145	9031.ENSGALP00000043594	0	0	0	0	0	0	0.400	0	0.400
ADD3	RHOF	9031.ENSGALP00000070145	9031.ENSGALP00000049823	0	0	0	0	0	0	0.500	0	0.499
ADD3	ANK3	9031.ENSGALP00000070145	9031.ENSGALP00000052756	0	0	0	0	0	0.063	0	0.751	0.757
ADGRG2	SLC30A10	9031.ENSGALP00000050330	9031.ENSGALP00000041013	0	0	0	0	0	0.045	0	0.538	0.539
AGT	SGK2	9031.ENSGALP00000018089	9031.ENSGALP00000005583	0	0	0	0	0.346	0	0	0.121	0.400
AGT	ITIH2	9031.ENSGALP00000018089	9031.ENSGALP00000011044	0	0	0	0	0.366	0	0	0.180	0.457
AGT	F2	9031.ENSGALP00000018089	9031.ENSGALP00000013544	0	0	0	0	0.214	0.069	0.400	0.386	0.694
AGT	AHSG	9031.ENSGALP00000018089	9031.ENSGALP00000013991	0	0	0	0	0.417	0	0	0.257	0.548
AGT	MME	9031.ENSGALP00000018089	9031.ENSGALP00000016796	0	0	0	0	0	0.081	0.750	0.421	0.855
AGT	SERPINA10	9031.ENSGALP00000018089	9031.ENSGALP00000017847	0	0	0.215	0.641	0.311	0	0	0.116	0.481
AGT	NPY	9031.ENSGALP00000018089	9031.ENSGALP00000017870	0	0	0	0	0	0	0.500	0.189	0.577
AGT	BDKRB2	9031.ENSGALP00000018089	9031.ENSGALP00000018030	0	0	0	0	0	0.053	0.500	0	0.506
AGT	NMU	9031.ENSGALP00000018089	9031.ENSGALP00000031462	0	0	0	0	0	0	0.400	0	0.400
AGT	FGB	9031.ENSGALP00000018089	9031.ENSGALP00000038105	0	0	0	0	0.236	0	0	0.258	0.408
AGT	SERPIND1	9031.ENSGALP00000018089	9031.ENSGALP00000053865	0	0	0.235	0.605	0.119	0	0	0.195	0.410
AGT	HABP2	9031.ENSGALP00000018089	9031.ENSGALP00000032462	0	0	0	0	0.384	0.080	0	0.052	0.415
AGT	NMB	9031.ENSGALP00000018089	9031.ENSGALP00000049913	0	0	0	0	0.042	0	0.400	0.075	0.421
AGT	HGD	9031.ENSGALP00000018089	9031.ENSGALP00000024093	0.046	0	0	0	0.240	0	0	0.320	0.464
AGT	GC	9031.ENSGALP00000018089	9031.ENSGALP00000018939	0	0	0	0	0.347	0	0	0.240	0.482
AGT	F2RL1	9031.ENSGALP00000018089	9031.ENSGALP00000024125	0	0	0	0	0	0.052	0.500	0.056	0.513
AGT	PENK	9031.ENSGALP00000018089	9031.ENSGALP00000024825	0	0	0	0	0.048	0	0.500	0.086	0.526
AGT	C5	9031.ENSGALP00000018089	9031.ENSGALP00000050353	0	0	0	0	0.112	0	0.500	0.083	0.557
AGT	HGFAC	9031.ENSGALP00000018089	9031.ENSGALP00000025139	0	0	0	0	0.300	0.080	0	0.377	0.564
AGT	KNG1	9031.ENSGALP00000018089	9031.ENSGALP00000060409	0	0	0	0	0.065	0	0.400	0.384	0.624
AGT	BDKRB1	9031.ENSGALP00000018089	9031.ENSGALP00000031881	0	0	0	0	0	0.053	0.500	0.339	0.659
AGT	ENPEP	9031.ENSGALP00000018089	9031.ENSGALP00000049914	0	0	0	0	0	0.058	0.750	0.341	0.831
AGTPBP1	EIF2AK3	9031.ENSGALP00000020540	9031.ENSGALP00000025668	0	0	0	0	0	0	0	0.440	0.440
AHSG	TAT	9031.ENSGALP00000013991	9031.ENSGALP00000001312	0	0	0	0	0.419	0.071	0	0.245	0.557
AHSG	F13B	9031.ENSGALP00000013991	9031.ENSGALP00000003726	0	0	0	0	0.401	0	0	0.148	0.468
AHSG	ITIH2	9031.ENSGALP00000013991	9031.ENSGALP00000011044	0	0	0	0	0.410	0	0	0.346	0.597
AHSG	F2	9031.ENSGALP00000013991	9031.ENSGALP00000013544	0	0	0	0	0.960	0.102	0	0.548	0.982
AHSG	PIT54	9031.ENSGALP00000013991	9031.ENSGALP00000064701	0	0	0	0	0.132	0.054	0	0.344	0.414
AHSG	A1CF	9031.ENSGALP00000013991	9031.ENSGALP00000048156	0	0	0	0	0.414	0	0	0	0.414
AHSG	HGD	9031.ENSGALP00000013991	9031.ENSGALP00000024093	0	0	0	0	0.419	0	0	0	0.419
AHSG	TM4SF4	9031.ENSGALP00000013991	9031.ENSGALP00000016960	0	0	0	0	0.420	0	0	0	0.420
AHSG	TMPRSS6	9031.ENSGALP00000013991	9031.ENSGALP00000020367	0	0	0	0	0.391	0.102	0	0.052	0.436
AHSG	ALDH8A1	9031.ENSGALP00000013991	9031.ENSGALP00000022601	0	0	0	0	0.401	0.098	0	0.052	0.443
AHSG	PAH	9031.ENSGALP00000013991	9031.ENSGALP00000020786	0	0	0	0	0.449	0	0	0	0.449
AHSG	PROZ	9031.ENSGALP00000013991	9031.ENSGALP00000070757	0	0	0	0	0.406	0.102	0	0.052	0.450
AHSG	SLC30A10	9031.ENSGALP00000013991	9031.ENSGALP00000041013	0	0	0	0	0.302	0	0	0.256	0.458
AHSG	ALDOB	9031.ENSGALP00000013991	9031.ENSGALP00000036836	0	0	0	0	0.255	0	0	0.303	0.459
AHSG	C8B	9031.ENSGALP00000013991	9031.ENSGALP00000017617	0	0	0	0	0.382	0	0	0.161	0.459
AHSG	CFI	9031.ENSGALP00000013991	9031.ENSGALP00000019783	0	0	0	0	0.423	0.102	0	0	0.460
AHSG	SLC38A4	9031.ENSGALP00000013991	9031.ENSGALP00000015821	0	0	0	0	0.393	0	0	0.150	0.462
AHSG	TDO2	9031.ENSGALP00000013991	9031.ENSGALP00000046174	0	0	0	0	0.314	0	0	0.253	0.466
AHSG	MBL2	9031.ENSGALP00000013991	9031.ENSGALP00000040351	0	0	0	0	0.433	0	0	0.101	0.469
AHSG	NR1H4	9031.ENSGALP00000013991	9031.ENSGALP00000018906	0	0	0	0	0.383	0.056	0	0.171	0.475
AHSG	CPB2	9031.ENSGALP00000013991	9031.ENSGALP00000027389	0	0	0	0	0.451	0	0	0.134	0.504
AHSG	SERPINA10	9031.ENSGALP00000013991	9031.ENSGALP00000017847	0	0	0	0	0.427	0	0	0.229	0.539
AHSG	AGT	9031.ENSGALP00000013991	9031.ENSGALP00000018089	0	0	0	0	0.417	0	0	0.257	0.548
AHSG	APOA4	9031.ENSGALP00000013991	9031.ENSGALP00000071485	0	0	0	0	0.510	0	0	0.163	0.573
AHSG	KNG1	9031.ENSGALP00000013991	9031.ENSGALP00000060409	0	0	0	0	0.288	0.053	0	0.420	0.575
AHSG	ANGPTL3	9031.ENSGALP00000013991	9031.ENSGALP00000064198	0	0	0	0	0.447	0.082	0	0.264	0.594
AHSG	HABP2	9031.ENSGALP00000013991	9031.ENSGALP00000032462	0	0	0	0	0.508	0.237	0	0.048	0.611
AHSG	SERPIND1	9031.ENSGALP00000013991	9031.ENSGALP00000053865	0	0	0	0	0.467	0	0	0.344	0.635
AHSG	SERPINF2	9031.ENSGALP00000013991	9031.ENSGALP00000068360	0	0	0	0	0.438	0	0	0.389	0.642
AHSG	HGFAC	9031.ENSGALP00000013991	9031.ENSGALP00000025139	0	0	0	0	0.447	0.237	0	0.270	0.665
AHSG	FETUB	9031.ENSGALP00000013991	9031.ENSGALP00000038974	0	0	0.121	0.639	0.604	0.101	0	0.340	0.766
AHSG	APOB	9031.ENSGALP00000013991	9031.ENSGALP00000026550	0	0	0	0	0.729	0	0	0.287	0.798
AHSG	SPP2	9031.ENSGALP00000013991	9031.ENSGALP00000044476	0	0	0	0	0.539	0	0	0.699	0.855
AHSG	FGB	9031.ENSGALP00000013991	9031.ENSGALP00000038105	0	0	0	0	0.706	0.082	0	0.516	0.858
AHSG	FGG	9031.ENSGALP00000013991	9031.ENSGALP00000015063	0	0	0	0	0.731	0.082	0	0.534	0.875
AHSG	GC	9031.ENSGALP00000013991	9031.ENSGALP00000018939	0	0	0	0	0.690	0	0	0.681	0.896
AHSG	APOH	9031.ENSGALP00000013991	9031.ENSGALP00000054536	0	0	0	0	0.832	0	0	0.722	0.951
AHSG	FGA	9031.ENSGALP00000013991	9031.ENSGALP00000015061	0	0	0	0	0.889	0.082	0	0.708	0.967
AKAP12	VILL	9031.ENSGALP00000043594	9031.ENSGALP00000009244	0	0	0	0	0	0	0	0.730	0.730
AKAP12	SLC35F3	9031.ENSGALP00000043594	9031.ENSGALP00000017896	0	0	0	0	0	0	0	0.500	0.499
AKAP12	BAIAP2L2	9031.ENSGALP00000043594	9031.ENSGALP00000020051	0	0	0	0	0	0	0.400	0	0.400
AKAP12	IL2RB	9031.ENSGALP00000043594	9031.ENSGALP00000020354	0	0	0.476	0	0	0	0	0	0.476
AKAP12	IQSEC3	9031.ENSGALP00000043594	9031.ENSGALP00000021140	0	0	0	0	0	0	0	0.531	0.531
AKAP12	MAD2L1BP	9031.ENSGALP00000043594	9031.ENSGALP00000041650	0	0	0	0	0.089	0	0	0.603	0.623
AKAP12	ADD3	9031.ENSGALP00000043594	9031.ENSGALP00000070145	0	0	0	0	0	0	0.400	0	0.400
AKAP12	RHOF	9031.ENSGALP00000043594	9031.ENSGALP00000049823	0	0	0	0	0	0	0.500	0	0.499
AKAP12	HSPA12A	9031.ENSGALP00000043594	9031.ENSGALP00000071944	0	0	0	0	0	0.403	0	0.225	0.517
ALDH8A1	TAT	9031.ENSGALP00000022601	9031.ENSGALP00000001312	0	0	0	0	0.344	0.059	0	0.147	0.428
ALDH8A1	F13B	9031.ENSGALP00000022601	9031.ENSGALP00000003726	0	0	0	0	0.447	0	0	0	0.447
ALDH8A1	FAH	9031.ENSGALP00000022601	9031.ENSGALP00000010465	0.054	0	0	0	0.445	0.094	0.239	0.141	0.632
ALDH8A1	KMO	9031.ENSGALP00000022601	9031.ENSGALP00000012115	0.044	0	0	0	0.457	0	0.239	0.185	0.635
ALDH8A1	PCK1	9031.ENSGALP00000022601	9031.ENSGALP00000012342	0	0	0	0	0.375	0	0	0.116	0.424
ALDH8A1	AHSG	9031.ENSGALP00000022601	9031.ENSGALP00000013991	0	0	0	0	0.401	0.098	0	0.052	0.443
ALDH8A1	HAO1	9031.ENSGALP00000022601	9031.ENSGALP00000014358	0.045	0.007	0	0	0.449	0	0.242	0.157	0.619
ALDH8A1	FGA	9031.ENSGALP00000022601	9031.ENSGALP00000015061	0	0	0	0	0.489	0.084	0	0	0.512
ALDH8A1	FGG	9031.ENSGALP00000022601	9031.ENSGALP00000015063	0	0	0	0	0.423	0.084	0	0	0.449
ALDH8A1	SLC2A2	9031.ENSGALP00000022601	9031.ENSGALP00000015129	0	0	0	0	0.411	0	0	0.075	0.431
ALDH8A1	HAAO	9031.ENSGALP00000022601	9031.ENSGALP00000016119	0	0	0	0	0.394	0	0	0.155	0.466
ALDH8A1	TM4SF4	9031.ENSGALP00000022601	9031.ENSGALP00000016960	0	0	0	0	0.483	0	0	0	0.483
ALDH8A1	SERPINA10	9031.ENSGALP00000022601	9031.ENSGALP00000017847	0	0	0	0	0.439	0.050	0	0	0.444
ALDH8A1	NR1H4	9031.ENSGALP00000022601	9031.ENSGALP00000018906	0	0	0	0	0.444	0.067	0	0	0.459
ALDH8A1	GC	9031.ENSGALP00000022601	9031.ENSGALP00000018939	0	0	0	0	0.394	0	0	0.077	0.416
ALDH8A1	PAH	9031.ENSGALP00000022601	9031.ENSGALP00000020786	0	0	0	0	0.425	0	0	0.171	0.503
ALDH8A1	FGB	9031.ENSGALP00000022601	9031.ENSGALP00000038105	0	0	0	0	0.380	0.083	0	0	0.407
ALDH8A1	ANGPTL3	9031.ENSGALP00000022601	9031.ENSGALP00000064198	0	0	0	0	0.413	0.047	0	0	0.416
ALDH8A1	ACSL5	9031.ENSGALP00000022601	9031.ENSGALP00000069185	0	0	0	0	0.291	0	0.184	0.076	0.418
ALDH8A1	CPB2	9031.ENSGALP00000022601	9031.ENSGALP00000027389	0	0	0	0	0.397	0	0	0.074	0.418
ALDH8A1	C5	9031.ENSGALP00000022601	9031.ENSGALP00000050353	0	0	0	0	0.421	0	0	0	0.421
ALDH8A1	A1CF	9031.ENSGALP00000022601	9031.ENSGALP00000048156	0	0	0	0	0.422	0	0	0	0.422
ALDH8A1	SPP2	9031.ENSGALP00000022601	9031.ENSGALP00000044476	0	0	0	0	0.423	0	0	0	0.423
ALDH8A1	HGFAC	9031.ENSGALP00000022601	9031.ENSGALP00000025139	0	0	0	0	0.385	0.097	0	0.053	0.428
ALDH8A1	CAT	9031.ENSGALP00000022601	9031.ENSGALP00000063417	0	0	0	0	0.142	0.101	0.201	0.189	0.433
ALDH8A1	SERPINF2	9031.ENSGALP00000022601	9031.ENSGALP00000068360	0	0	0	0	0.444	0.047	0	0	0.447
ALDH8A1	HNF1A	9031.ENSGALP00000022601	9031.ENSGALP00000060662	0	0	0	0	0.449	0	0	0	0.449
ALDH8A1	CYP1B1	9031.ENSGALP00000022601	9031.ENSGALP00000048510	0	0	0	0	0.045	0	0.162	0.388	0.467
ALDH8A1	FETUB	9031.ENSGALP00000022601	9031.ENSGALP00000038974	0	0	0	0	0.454	0.074	0	0.046	0.476
ALDH8A1	SGK1	9031.ENSGALP00000022601	9031.ENSGALP00000068769	0	0	0	0	0	0.052	0	0.513	0.519
ALDH8A1	HGD	9031.ENSGALP00000022601	9031.ENSGALP00000024093	0	0	0	0	0.447	0	0	0.185	0.530
ALDOB	TAT	9031.ENSGALP00000036836	9031.ENSGALP00000001312	0	0	0	0	0.239	0	0	0.252	0.406
ALDOB	SLC2A5	9031.ENSGALP00000036836	9031.ENSGALP00000003884	0	0	0	0	0.179	0	0	0.512	0.582
ALDOB	FAH	9031.ENSGALP00000036836	9031.ENSGALP00000010465	0	0	0	0	0.296	0	0	0.188	0.404
ALDOB	PCK1	9031.ENSGALP00000036836	9031.ENSGALP00000012342	0	0	0	0	0.330	0	0	0.461	0.624
ALDOB	AHSG	9031.ENSGALP00000036836	9031.ENSGALP00000013991	0	0	0	0	0.255	0	0	0.303	0.459
ALDOB	HAO1	9031.ENSGALP00000036836	9031.ENSGALP00000014358	0	0	0	0	0.245	0	0	0.257	0.415
ALDOB	FGA	9031.ENSGALP00000036836	9031.ENSGALP00000015061	0	0	0	0	0.354	0	0	0.215	0.471
ALDOB	FGG	9031.ENSGALP00000036836	9031.ENSGALP00000015063	0	0	0	0	0.292	0	0	0.197	0.407
ALDOB	SLC2A2	9031.ENSGALP00000036836	9031.ENSGALP00000015129	0	0	0	0	0.341	0	0	0.380	0.574
ALDOB	FBP1	9031.ENSGALP00000036836	9031.ENSGALP00000020563	0.056	0	0	0	0.303	0.056	0.944	0.551	0.981
ALDOB	PAH	9031.ENSGALP00000036836	9031.ENSGALP00000020786	0	0	0	0	0.339	0	0	0.280	0.504
ALDOB	CYB5A	9031.ENSGALP00000036836	9031.ENSGALP00000022250	0	0	0	0	0.110	0	0	0.401	0.444
ALDOB	APOB	9031.ENSGALP00000036836	9031.ENSGALP00000026550	0	0	0	0	0.401	0	0	0.077	0.424
ALDOB	ACSL5	9031.ENSGALP00000036836	9031.ENSGALP00000069185	0	0	0	0	0.203	0	0	0.296	0.415
ALDOB	FGB	9031.ENSGALP00000036836	9031.ENSGALP00000038105	0	0	0	0	0.321	0	0	0.184	0.422
ALDOB	A1CF	9031.ENSGALP00000036836	9031.ENSGALP00000048156	0	0	0	0	0.380	0	0	0.118	0.430
ALDOB	RPIA	9031.ENSGALP00000036836	9031.ENSGALP00000071334	0	0	0	0	0	0	0	0.441	0.441
AMDHD1	GAS2	9031.ENSGALP00000018600	9031.ENSGALP00000005781	0	0	0	0	0	0	0	0.433	0.433
AMDHD1	XDH	9031.ENSGALP00000018600	9031.ENSGALP00000014144	0.102	0	0	0	0.097	0	0.414	0.185	0.561
ANGPTL3	TAT	9031.ENSGALP00000064198	9031.ENSGALP00000001312	0	0	0	0	0.407	0	0	0.288	0.560
ANGPTL3	F13B	9031.ENSGALP00000064198	9031.ENSGALP00000003726	0	0	0	0	0.438	0.098	0	0.049	0.476
ANGPTL3	KMO	9031.ENSGALP00000064198	9031.ENSGALP00000012115	0	0	0	0	0.409	0	0	0	0.409
ANGPTL3	AHSG	9031.ENSGALP00000064198	9031.ENSGALP00000013991	0	0	0	0	0.447	0.082	0	0.264	0.594
ANGPTL3	FGA	9031.ENSGALP00000064198	9031.ENSGALP00000015061	0	0	0	0.656	0.444	0	0	0.130	0.495
ANGPTL3	FGG	9031.ENSGALP00000064198	9031.ENSGALP00000015063	0	0	0	0.661	0.413	0	0	0.166	0.489
ANGPTL3	SLC2A2	9031.ENSGALP00000064198	9031.ENSGALP00000015129	0	0	0	0	0.423	0	0	0	0.423
ANGPTL3	HAAO	9031.ENSGALP00000064198	9031.ENSGALP00000016119	0	0	0	0	0.414	0	0	0	0.414
ANGPTL3	TM4SF4	9031.ENSGALP00000064198	9031.ENSGALP00000016960	0	0	0	0	0.444	0	0	0.048	0.448
ANGPTL3	PLPP3	9031.ENSGALP00000064198	9031.ENSGALP00000017568	0	0	0	0	0	0	0	0.457	0.457
ANGPTL3	C8B	9031.ENSGALP00000064198	9031.ENSGALP00000017617	0	0	0	0	0.304	0	0	0.292	0.486
ANGPTL3	SERPINA10	9031.ENSGALP00000064198	9031.ENSGALP00000017847	0	0	0	0	0.389	0	0	0.372	0.600
ANGPTL3	NR1H4	9031.ENSGALP00000064198	9031.ENSGALP00000018906	0	0	0	0	0.384	0	0	0.110	0.428
ANGPTL3	GC	9031.ENSGALP00000064198	9031.ENSGALP00000018939	0	0	0	0	0.482	0	0	0.207	0.572
ANGPTL3	TMPRSS6	9031.ENSGALP00000064198	9031.ENSGALP00000020367	0	0	0	0	0.393	0.066	0	0.187	0.499
ANGPTL3	PAH	9031.ENSGALP00000064198	9031.ENSGALP00000020786	0	0	0	0	0.423	0	0	0	0.423
ANGPTL3	ALDH8A1	9031.ENSGALP00000064198	9031.ENSGALP00000022601	0	0	0	0	0.413	0.047	0	0	0.416
ANGPTL3	HGD	9031.ENSGALP00000064198	9031.ENSGALP00000024093	0	0	0	0	0.418	0	0	0	0.418
ANGPTL3	HGFAC	9031.ENSGALP00000064198	9031.ENSGALP00000025139	0	0	0	0	0.406	0.101	0	0.052	0.449
ANGPTL3	APOB	9031.ENSGALP00000064198	9031.ENSGALP00000026550	0	0	0	0	0.392	0	0	0.604	0.749
ANGPTL3	HABP2	9031.ENSGALP00000064198	9031.ENSGALP00000032462	0	0	0	0	0.426	0.101	0	0	0.462
ANGPTL3	FGB	9031.ENSGALP00000064198	9031.ENSGALP00000038105	0	0	0	0.624	0.425	0	0	0.107	0.464
ANGPTL3	FETUB	9031.ENSGALP00000064198	9031.ENSGALP00000038974	0	0	0	0	0.401	0.060	0	0	0.413
ANGPTL3	MBL2	9031.ENSGALP00000064198	9031.ENSGALP00000040351	0	0	0	0	0.415	0.098	0	0	0.450
ANGPTL3	SPP2	9031.ENSGALP00000064198	9031.ENSGALP00000044476	0	0	0	0	0.497	0	0	0	0.497
ANGPTL3	A1CF	9031.ENSGALP00000064198	9031.ENSGALP00000048156	0	0	0	0	0.404	0	0	0	0.404
ANGPTL3	APOH	9031.ENSGALP00000064198	9031.ENSGALP00000054536	0	0	0	0	0.205	0.098	0	0.300	0.455
ANGPTL3	F7	9031.ENSGALP00000064198	9031.ENSGALP00000056443	0	0	0	0	0.430	0.066	0	0.139	0.501
ANGPTL3	MTTPL	9031.ENSGALP00000064198	9031.ENSGALP00000059574	0	0	0	0	0.110	0	0	0.384	0.429
ANGPTL3	PROZ	9031.ENSGALP00000064198	9031.ENSGALP00000070757	0	0	0	0	0.445	0.066	0	0	0.459
ANK3	ADD3	9031.ENSGALP00000052756	9031.ENSGALP00000070145	0	0	0	0	0	0.063	0	0.751	0.757
